"scale_deg"	"mode"	"count"	"rule"	"step"
"II"	"major"	30.273428300963158	"CFRule(rule45)"	66
"II"	"major"	5.202623003306684	"CFRule(modulation)"	66
"II"	"major"	3.6012314224563777	"CFRule(diatonic_prep)"	66
"II"	"minor"	106.88739557617095	"CFRule(rule63)"	66
"II"	"minor"	28.332425394165114	"CFRule(diatonic_prep)"	66
"II"	"minor"	26.285320829038078	"CFRule(diatonic_subs)"	66
"II"	"minor"	11.280972167411011	"CFRule(dominant_prep)"	66
"II"	"minor"	8.846295071336181	"CFRule(modulation)"	66
"II"	"minor"	1.6733435129513874	"CFRule(prolongation)"	66
"III"	"major"	51.5014923521656	"CFRule(prolongation)"	66
"III"	"major"	35.321798538881794	"CFRule(rule48)"	66
"III"	"major"	4.0	"CFRule(diatonic_prep)"	66
"III"	"major"	1.7914067929776283	"CFRule(dominant_prep)"	66
"III"	"major"	1.2700868825225957	"CFRule(rule47)"	66
"III"	"major"	1.2334868862573631	"CFRule(modulation)"	66
"III"	"minor"	34.13909716772875	"CFRule(rule65)"	66
"III"	"minor"	34.01343343694762	"CFRule(rule64)"	66
"III"	"minor"	21.455537891594844	"CFRule(rule66)"	66
"III"	"minor"	9.642951329617981	"CFRule(prolongation)"	66
"III"	"minor"	5.630486986836861	"CFRule(diatonic_prep)"	66
"III"	"minor"	5.294087709155902	"CFRule(modulation)"	66
"III"	"minor"	4.694117763477856	"CFRule(dominant_prep)"	66
"IV"	"major"	109.82548370483111	"CFRule(rule51)"	66
"IV"	"major"	84.19723500679275	"CFRule(rule49)"	66
"IV"	"major"	66.88954669348904	"CFRule(prolongation)"	66
"IV"	"major"	55.12422472636777	"CFRule(rule50)"	66
"IV"	"major"	38.96101849623734	"CFRule(dominant_prep)"	66
"IV"	"major"	7.003374998779698	"CFRule(modulation)"	66
"IV"	"minor"	66.13653530588226	"CFRule(rule67)"	66
"IV"	"minor"	38.49032679155091	"CFRule(rule68)"	66
"IV"	"minor"	25.574795266587387	"CFRule(prolongation)"	66
"IV"	"minor"	24.892615425290487	"CFRule(dominant_prep)"	66
"IV"	"minor"	15.799935543895227	"CFRule(modulation)"	66
"V"	"major"	338.99039172394384	"CFRule(rule53)"	66
"V"	"major"	185.37367230070353	"CFRule(diatonic_prep)"	66
"V"	"major"	163.99812013485032	"CFRule(dominant_prep)"	66
"V"	"major"	152.38692257288326	"CFRule(rule82)"	66
"V"	"major"	102.11404420243012	"CFRule(prolongation)"	66
"V"	"major"	69.2756687666065	"CFRule(octa_dom_subs3)"	66
"V"	"major"	66.38334185303457	"CFRule(rule55)"	66
"V"	"major"	48.98917582202443	"CFRule(octa_dom_subs6)"	66
"V"	"major"	43.67972659931256	"CFRule(diatonic_subs)"	66
"V"	"major"	41.95276219561796	"CFRule(octa_dom_subs9)"	66
"V"	"major"	40.78494852873237	"CFRule(modulation)"	66
"V"	"major"	6.184733275353015	"CFRule(rule52)"	66
"V"	"major"	0.2	"CFRule(rule54)"	66
"V"	"minor"	155.78828109606602	"CFRule(rule72)"	66
"V"	"minor"	80.1969435309357	"CFRule(diatonic_prep)"	66
"V"	"minor"	79.07972857407783	"CFRule(dominant_prep)"	66
"V"	"minor"	65.48070865174067	"CFRule(rule70)"	66
"V"	"minor"	32.62007964249457	"CFRule(prolongation)"	66
"V"	"minor"	32.53677332619395	"CFRule(rule74)"	66
"V"	"minor"	25.543769312637725	"CFRule(octa_dom_subs6)"	66
"V"	"minor"	19.173601229217617	"CFRule(rule69)"	66
"V"	"minor"	12.25217401895115	"CFRule(rule71)"	66
"V"	"minor"	10.233908354425864	"CFRule(diatonic_subs)"	66
"V"	"minor"	10.004587562899879	"CFRule(octa_dom_subs3)"	66
"V"	"minor"	9.301394469261322	"CFRule(modulation)"	66
"V"	"minor"	7.247834635995211	"CFRule(octa_dom_subs9)"	66
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	66
"VI"	"major"	123.41254353024235	"CFRule(rule56)"	66
"VI"	"major"	53.543432405672455	"CFRule(prolongation)"	66
"VI"	"major"	21.40224996704432	"CFRule(dominant_prep)"	66
"VI"	"major"	7.79336020016612	"CFRule(rule57)"	66
"VI"	"major"	6.132488430396907	"CFRule(diatonic_prep)"	66
"VI"	"major"	2.606866400942403	"CFRule(modulation)"	66
"VI"	"minor"	26.680274380987683	"CFRule(rule76)"	66
"VI"	"minor"	19.437029372503975	"CFRule(diatonic_prep)"	66
"VI"	"minor"	9.80690285750097	"CFRule(modulation)"	66
"VI"	"minor"	7.201753938896416	"CFRule(prolongation)"	66
"VI"	"minor"	2.4959538507987724	"CFRule(dominant_prep)"	66
"VI"	"minor"	1.7736921078414312	"CFRule(rule77)"	66
"VI"	"minor"	1.2814130165890498	"CFRule(rule75)"	66
"VII"	"major"	83.3919095966011	"CFRule(rule58)"	66
"VII"	"major"	24.22627427828435	"CFRule(modulation)"	66
"VII"	"major"	23.563101643319587	"CFRule(rule59)"	66
"VII"	"major"	20.616001411724895	"CFRule(prolongation)"	66
"VII"	"major"	10.78841518682351	"CFRule(dominant_prep)"	66
"VII"	"major"	9.283859744659152	"CFRule(diatonic_prep)"	66
"VII"	"minor"	145.37941055203686	"CFRule(rule81)"	66
"VII"	"minor"	83.85265813262387	"CFRule(prolongation)"	66
"VII"	"minor"	13.06224462796519	"CFRule(rule80)"	66
"VII"	"minor"	9.660704422844306	"CFRule(modulation)"	66
"VII"	"minor"	8.467542082422613	"CFRule(dominant_prep)"	66
"VII"	"minor"	5.667463628484916	"CFRule(diatonic_prep)"	66
"VII"	"minor"	4.310178549038933	"CFRule(rule79)"	66
"VII"	"minor"	3.6792374559419474	"CFRule(rule78)"	66
"I"	"major"	201.03929169909446	"CFRule(rule43)"	67
"I"	"major"	149.9054650573816	"CFRule(prolongation)"	67
"I"	"major"	147.14631479482193	"CFRule(diatonic_prep)"	67
"I"	"major"	95.45223225573125	"CFRule(rule44)"	67
"I"	"major"	87.92249759049069	"CFRule(rule42)"	67
"I"	"major"	29.527927744299266	"CFRule(plagal_prep)"	67
"I"	"major"	14.394374480828262	"CFRule(diatonic_subs)"	67
"I"	"major"	13.936446393148088	"CFRule(mode_change)"	67
"I"	"minor"	129.11070179250132	"CFRule(rule62)"	67
"I"	"minor"	32.53759250615381	"CFRule(mode_change)"	67
"I"	"minor"	25.756161593544107	"CFRule(diatonic_subs)"	67
"I"	"minor"	23.13840628853056	"CFRule(plagal_prep)"	67
"I"	"minor"	21.248793889869017	"CFRule(rule61)"	67
"I"	"minor"	19.479551573333502	"CFRule(diatonic_prep)"	67
"I"	"minor"	16.272572273909297	"CFRule(rule60)"	67
"I"	"minor"	15.607896235438531	"CFRule(prolongation)"	67
"II"	"major"	198.76174154190656	"CFRule(rule46)"	67
"II"	"major"	77.11454740021732	"CFRule(dominant_prep)"	67
"II"	"major"	37.16029832431634	"CFRule(diatonic_subs)"	67
"II"	"major"	33.445347655427916	"CFRule(prolongation)"	67
"II"	"major"	30.273428300963158	"CFRule(rule45)"	67
"II"	"major"	4.983539542168936	"CFRule(modulation)"	67
"II"	"major"	3.6017644445002386	"CFRule(diatonic_prep)"	67
"II"	"minor"	105.44347655636817	"CFRule(rule63)"	67
"II"	"minor"	27.092890729353762	"CFRule(diatonic_prep)"	67
"II"	"minor"	26.58071085873494	"CFRule(diatonic_subs)"	67
"II"	"minor"	11.075644987471428	"CFRule(dominant_prep)"	67
"II"	"minor"	8.55933057337858	"CFRule(modulation)"	67
"II"	"minor"	1.6733435129513874	"CFRule(prolongation)"	67
"III"	"major"	50.35131146814148	"CFRule(prolongation)"	67
"III"	"major"	34.53922066491099	"CFRule(rule48)"	67
"III"	"major"	4.0	"CFRule(diatonic_prep)"	67
"III"	"major"	1.7914067929776283	"CFRule(dominant_prep)"	67
"III"	"major"	1.2700868825225957	"CFRule(rule47)"	67
"III"	"major"	1.2334868862573631	"CFRule(modulation)"	67
"III"	"minor"	33.74567070091437	"CFRule(rule65)"	67
"III"	"minor"	33.253643845587106	"CFRule(rule64)"	67
"III"	"minor"	20.97710999522967	"CFRule(rule66)"	67
"III"	"minor"	9.429681788053664	"CFRule(prolongation)"	67
"III"	"minor"	5.630486986836861	"CFRule(diatonic_prep)"	67
"III"	"minor"	4.9850944545584	"CFRule(modulation)"	67
"III"	"minor"	4.5333587562424	"CFRule(dominant_prep)"	67
"IV"	"major"	105.29702676256076	"CFRule(rule51)"	67
"IV"	"major"	82.443097946835	"CFRule(rule49)"	67
"IV"	"major"	63.75268682077543	"CFRule(prolongation)"	67
"IV"	"major"	55.97961356691469	"CFRule(rule50)"	67
"IV"	"major"	38.09093203883121	"CFRule(dominant_prep)"	67
"IV"	"major"	7.083856811980351	"CFRule(modulation)"	67
"IV"	"minor"	66.13653530588226	"CFRule(rule67)"	67
"IV"	"minor"	37.75390052280366	"CFRule(rule68)"	67
"IV"	"minor"	26.71232937937509	"CFRule(dominant_prep)"	67
"IV"	"minor"	25.206180834257044	"CFRule(prolongation)"	67
"IV"	"minor"	15.40502286945789	"CFRule(modulation)"	67
"V"	"major"	346.050422411106	"CFRule(rule53)"	67
"V"	"major"	186.42770288669027	"CFRule(diatonic_prep)"	67
"V"	"major"	171.2325839178675	"CFRule(dominant_prep)"	67
"V"	"major"	149.92265427765653	"CFRule(rule82)"	67
"V"	"major"	104.83299248921348	"CFRule(prolongation)"	67
"V"	"major"	69.54875195531146	"CFRule(octa_dom_subs3)"	67
"V"	"major"	66.38334185303457	"CFRule(rule55)"	67
"V"	"major"	49.28617146164639	"CFRule(octa_dom_subs6)"	67
"V"	"major"	47.46059031573356	"CFRule(diatonic_subs)"	67
"V"	"major"	43.23352001527744	"CFRule(octa_dom_subs9)"	67
"V"	"major"	39.474218886033256	"CFRule(modulation)"	67
"V"	"major"	6.3170706830623855	"CFRule(rule52)"	67
"V"	"major"	0.2	"CFRule(rule54)"	67
"V"	"minor"	149.21826853489964	"CFRule(rule72)"	67
"V"	"minor"	78.90526773843405	"CFRule(dominant_prep)"	67
"V"	"minor"	76.77740937492898	"CFRule(diatonic_prep)"	67
"V"	"minor"	70.91016196999706	"CFRule(rule70)"	67
"V"	"minor"	34.260900314704564	"CFRule(prolongation)"	67
"V"	"minor"	33.83242241839157	"CFRule(rule74)"	67
"V"	"minor"	25.949686418828673	"CFRule(octa_dom_subs6)"	67
"V"	"minor"	19.173601229217617	"CFRule(rule69)"	67
"V"	"minor"	12.30801379617274	"CFRule(rule71)"	67
"V"	"minor"	11.399938985143677	"CFRule(diatonic_subs)"	67
"V"	"minor"	9.745313690896738	"CFRule(octa_dom_subs3)"	67
"V"	"minor"	9.015289503508997	"CFRule(modulation)"	67
"V"	"minor"	7.915690378367213	"CFRule(octa_dom_subs9)"	67
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	67
"VI"	"major"	123.41254353024235	"CFRule(rule56)"	67
"VI"	"major"	52.3522254284944	"CFRule(prolongation)"	67
"VI"	"major"	20.46514144417938	"CFRule(dominant_prep)"	67
"VI"	"major"	7.366765050047559	"CFRule(rule57)"	67
"VI"	"major"	5.999729777633105	"CFRule(diatonic_prep)"	67
"VI"	"major"	2.445705023591454	"CFRule(modulation)"	67
"VI"	"minor"	25.512409428961515	"CFRule(rule76)"	67
"VI"	"minor"	19.437029372503975	"CFRule(diatonic_prep)"	67
"VI"	"minor"	9.379662544477032	"CFRule(modulation)"	67
"VI"	"minor"	7.0462078353608435	"CFRule(prolongation)"	67
"VI"	"minor"	2.4959538507987724	"CFRule(dominant_prep)"	67
"VI"	"minor"	1.7736921078414312	"CFRule(rule77)"	67
"VI"	"minor"	1.2814130165890498	"CFRule(rule75)"	67
"VII"	"major"	82.53151527761939	"CFRule(rule58)"	67
"VII"	"major"	27.018780084387057	"CFRule(modulation)"	67
"VII"	"major"	23.563101643319587	"CFRule(rule59)"	67
"VII"	"major"	20.609370442421607	"CFRule(prolongation)"	67
"VII"	"major"	11.210659668359787	"CFRule(dominant_prep)"	67
"VII"	"major"	9.73984462211995	"CFRule(diatonic_prep)"	67
"VII"	"minor"	143.90623714217196	"CFRule(rule81)"	67
"VII"	"minor"	80.15116148849853	"CFRule(prolongation)"	67
"VII"	"minor"	13.06224462796519	"CFRule(rule80)"	67
"VII"	"minor"	9.078204525445404	"CFRule(modulation)"	67
"VII"	"minor"	8.467542082422613	"CFRule(dominant_prep)"	67
"VII"	"minor"	5.667463628484916	"CFRule(diatonic_prep)"	67
"VII"	"minor"	4.1296190056945274	"CFRule(rule79)"	67
"VII"	"minor"	3.602685517363547	"CFRule(rule78)"	67
"I"	"major"	202.9827468137625	"CFRule(rule43)"	68
"I"	"major"	152.35666108235984	"CFRule(diatonic_prep)"	68
"I"	"major"	145.84259265135086	"CFRule(prolongation)"	68
"I"	"major"	95.45223225573125	"CFRule(rule44)"	68
"I"	"major"	86.35278609214284	"CFRule(rule42)"	68
"I"	"major"	28.409797312116492	"CFRule(plagal_prep)"	68
"I"	"major"	14.415890702148134	"CFRule(diatonic_subs)"	68
"I"	"major"	13.452232604904246	"CFRule(mode_change)"	68
"I"	"minor"	129.11070179250132	"CFRule(rule62)"	68
"I"	"minor"	30.672777884766504	"CFRule(mode_change)"	68
"I"	"minor"	23.83054409125224	"CFRule(diatonic_subs)"	68
"I"	"minor"	21.784836466088734	"CFRule(plagal_prep)"	68
"I"	"minor"	21.249897704936377	"CFRule(rule61)"	68
"I"	"minor"	19.234867432252237	"CFRule(diatonic_prep)"	68
"I"	"minor"	16.17465495377369	"CFRule(rule60)"	68
"I"	"minor"	14.332489622024829	"CFRule(prolongation)"	68
"II"	"major"	197.14465383389617	"CFRule(rule46)"	68
"II"	"major"	74.28106514987748	"CFRule(dominant_prep)"	68
"II"	"major"	34.95502909013106	"CFRule(diatonic_subs)"	68
"II"	"major"	31.618300026516152	"CFRule(prolongation)"	68
"II"	"major"	29.899838414484837	"CFRule(rule45)"	68
"II"	"major"	4.702342097680625	"CFRule(modulation)"	68
"II"	"major"	3.656008932307411	"CFRule(diatonic_prep)"	68
"II"	"minor"	107.76447686760945	"CFRule(rule63)"	68
"II"	"minor"	28.29967812885996	"CFRule(diatonic_subs)"	68
"II"	"minor"	26.53327066740508	"CFRule(diatonic_prep)"	68
"II"	"minor"	10.952282665992492	"CFRule(dominant_prep)"	68
"II"	"minor"	8.130264144500929	"CFRule(modulation)"	68
"II"	"minor"	1.6107177891292093	"CFRule(prolongation)"	68
"III"	"major"	50.35131146814148	"CFRule(prolongation)"	68
"III"	"major"	34.53922066491099	"CFRule(rule48)"	68
"III"	"major"	4.0	"CFRule(diatonic_prep)"	68
"III"	"major"	1.7914067929776283	"CFRule(dominant_prep)"	68
"III"	"major"	1.2700868825225957	"CFRule(rule47)"	68
"III"	"major"	1.2334868862573631	"CFRule(modulation)"	68
"III"	"minor"	33.253643845587106	"CFRule(rule64)"	68
"III"	"minor"	31.829823995130873	"CFRule(rule65)"	68
"III"	"minor"	20.97710999522967	"CFRule(rule66)"	68
"III"	"minor"	9.089183030910867	"CFRule(prolongation)"	68
"III"	"minor"	5.528672162254955	"CFRule(diatonic_prep)"	68
"III"	"minor"	4.656424461958807	"CFRule(modulation)"	68
"III"	"minor"	4.299265963188604	"CFRule(dominant_prep)"	68
"IV"	"major"	105.29702676256076	"CFRule(rule51)"	68
"IV"	"major"	80.64690795081553	"CFRule(rule49)"	68
"IV"	"major"	59.961747245465794	"CFRule(prolongation)"	68
"IV"	"major"	53.06754115583212	"CFRule(rule50)"	68
"IV"	"major"	35.672806430194115	"CFRule(dominant_prep)"	68
"IV"	"major"	6.700689641072097	"CFRule(modulation)"	68
"IV"	"minor"	66.13653530588226	"CFRule(rule67)"	68
"IV"	"minor"	39.1583448067621	"CFRule(rule68)"	68
"IV"	"minor"	28.77671036646256	"CFRule(dominant_prep)"	68
"IV"	"minor"	24.787816076593447	"CFRule(prolongation)"	68
"IV"	"minor"	14.304367363593927	"CFRule(modulation)"	68
"V"	"major"	337.103768535187	"CFRule(rule53)"	68
"V"	"major"	186.8510809759416	"CFRule(diatonic_prep)"	68
"V"	"major"	172.93059806834614	"CFRule(dominant_prep)"	68
"V"	"major"	149.92265427765653	"CFRule(rule82)"	68
"V"	"major"	102.63164682125222	"CFRule(prolongation)"	68
"V"	"major"	68.56592625574488	"CFRule(octa_dom_subs3)"	68
"V"	"major"	66.38334185303457	"CFRule(rule55)"	68
"V"	"major"	50.40984698551678	"CFRule(diatonic_subs)"	68
"V"	"major"	48.808669297246624	"CFRule(octa_dom_subs6)"	68
"V"	"major"	46.09392090933877	"CFRule(octa_dom_subs9)"	68
"V"	"major"	44.51344097471655	"CFRule(modulation)"	68
"V"	"major"	6.6874838684952636	"CFRule(rule52)"	68
"V"	"major"	0.2	"CFRule(rule54)"	68
"V"	"minor"	151.41282689479192	"CFRule(rule72)"	68
"V"	"minor"	82.50155622460663	"CFRule(dominant_prep)"	68
"V"	"minor"	77.84655938252862	"CFRule(diatonic_prep)"	68
"V"	"minor"	75.44990506554494	"CFRule(rule70)"	68
"V"	"minor"	34.48303597387613	"CFRule(prolongation)"	68
"V"	"minor"	33.83242241839157	"CFRule(rule74)"	68
"V"	"minor"	28.92553421411051	"CFRule(octa_dom_subs6)"	68
"V"	"minor"	20.097490996492777	"CFRule(rule69)"	68
"V"	"minor"	12.05840679041776	"CFRule(rule71)"	68
"V"	"minor"	10.6978720362236	"CFRule(diatonic_subs)"	68
"V"	"minor"	9.61091909876427	"CFRule(octa_dom_subs3)"	68
"V"	"minor"	8.538931597578271	"CFRule(modulation)"	68
"V"	"minor"	8.231897653312867	"CFRule(octa_dom_subs9)"	68
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	68
"VI"	"major"	122.53671355106565	"CFRule(rule56)"	68
"VI"	"major"	51.923236337268314	"CFRule(prolongation)"	68
"VI"	"major"	21.876374184630105	"CFRule(dominant_prep)"	68
"VI"	"major"	7.0719941562899775	"CFRule(rule57)"	68
"VI"	"major"	5.999729777633105	"CFRule(diatonic_prep)"	68
"VI"	"major"	2.353623728282158	"CFRule(modulation)"	68
"VI"	"minor"	25.003522750040307	"CFRule(rule76)"	68
"VI"	"minor"	19.029637487447612	"CFRule(diatonic_prep)"	68
"VI"	"minor"	9.203419368963546	"CFRule(modulation)"	68
"VI"	"minor"	7.0462078353608435	"CFRule(prolongation)"	68
"VI"	"minor"	2.4435619050692483	"CFRule(dominant_prep)"	68
"VI"	"minor"	1.7736921078414312	"CFRule(rule77)"	68
"VI"	"minor"	1.2814130165890498	"CFRule(rule75)"	68
"VII"	"major"	85.44068433720591	"CFRule(rule58)"	68
"VII"	"major"	25.316808999183905	"CFRule(modulation)"	68
"VII"	"major"	23.090042235021524	"CFRule(rule59)"	68
"VII"	"major"	20.187433130515405	"CFRule(prolongation)"	68
"VII"	"major"	11.468683088824404	"CFRule(dominant_prep)"	68
"VII"	"major"	9.73984462211995	"CFRule(diatonic_prep)"	68
"VII"	"minor"	143.90623714217196	"CFRule(rule81)"	68
"VII"	"minor"	80.15116148849853	"CFRule(prolongation)"	68
"VII"	"minor"	13.06224462796519	"CFRule(rule80)"	68
"VII"	"minor"	8.726441812874315	"CFRule(modulation)"	68
"VII"	"minor"	8.28583276621138	"CFRule(dominant_prep)"	68
"VII"	"minor"	5.550578244252916	"CFRule(diatonic_prep)"	68
"VII"	"minor"	3.9612260016093424	"CFRule(rule79)"	68
"VII"	"minor"	3.5257985315323137	"CFRule(rule78)"	68
"I"	"major"	201.51899011775572	"CFRule(rule43)"	69
"I"	"major"	149.517569697843	"CFRule(diatonic_prep)"	69
"I"	"major"	145.4319502131589	"CFRule(prolongation)"	69
"I"	"major"	94.26614898979697	"CFRule(rule44)"	69
"I"	"major"	84.47729256970256	"CFRule(rule42)"	69
"I"	"major"	26.83918410376685	"CFRule(plagal_prep)"	69
"I"	"major"	13.91703606052219	"CFRule(mode_change)"	69
"I"	"major"	13.714435194340922	"CFRule(diatonic_subs)"	69
"I"	"minor"	129.11070179250132	"CFRule(rule62)"	69
"I"	"minor"	31.760059312444618	"CFRule(mode_change)"	69
"I"	"minor"	27.513067229388255	"CFRule(diatonic_subs)"	69
"I"	"minor"	25.904728577137654	"CFRule(plagal_prep)"	69
"I"	"minor"	20.358656831924293	"CFRule(rule61)"	69
"I"	"minor"	19.91745577728654	"CFRule(diatonic_prep)"	69
"I"	"minor"	16.17465495377369	"CFRule(rule60)"	69
"I"	"minor"	15.123060024019159	"CFRule(prolongation)"	69
"II"	"major"	201.0596055957847	"CFRule(rule46)"	69
"II"	"major"	71.2977186787924	"CFRule(dominant_prep)"	69
"II"	"major"	35.67206827997814	"CFRule(prolongation)"	69
"II"	"major"	33.22522976993956	"CFRule(diatonic_subs)"	69
"II"	"major"	29.899838414484837	"CFRule(rule45)"	69
"II"	"major"	4.458230475628352	"CFRule(modulation)"	69
"II"	"major"	3.656008932307411	"CFRule(diatonic_prep)"	69
"II"	"minor"	108.17178190622803	"CFRule(rule63)"	69
"II"	"minor"	27.173008439005624	"CFRule(diatonic_prep)"	69
"II"	"minor"	26.941198715757366	"CFRule(diatonic_subs)"	69
"II"	"minor"	10.273024529364475	"CFRule(dominant_prep)"	69
"II"	"minor"	7.505081294404219	"CFRule(modulation)"	69
"II"	"minor"	1.5605158183302787	"CFRule(prolongation)"	69
"III"	"major"	50.35131146814148	"CFRule(prolongation)"	69
"III"	"major"	34.53922066491099	"CFRule(rule48)"	69
"III"	"major"	4.0	"CFRule(diatonic_prep)"	69
"III"	"major"	1.7914067929776283	"CFRule(dominant_prep)"	69
"III"	"major"	1.2700868825225957	"CFRule(rule47)"	69
"III"	"major"	1.2334868862573631	"CFRule(modulation)"	69
"III"	"minor"	33.823348016752576	"CFRule(rule65)"	69
"III"	"minor"	32.686827014541244	"CFRule(rule64)"	69
"III"	"minor"	20.524107958744946	"CFRule(rule66)"	69
"III"	"minor"	8.778779802904435	"CFRule(prolongation)"	69
"III"	"minor"	5.411453019802479	"CFRule(diatonic_prep)"	69
"III"	"minor"	5.117174605434386	"CFRule(modulation)"	69
"III"	"minor"	4.268282349284577	"CFRule(dominant_prep)"	69
"IV"	"major"	103.01772068992055	"CFRule(rule51)"	69
"IV"	"major"	78.99264465315727	"CFRule(rule49)"	69
"IV"	"major"	58.678232478793724	"CFRule(prolongation)"	69
"IV"	"major"	51.66405352877856	"CFRule(rule50)"	69
"IV"	"major"	33.60901485916448	"CFRule(dominant_prep)"	69
"IV"	"major"	6.418312052675709	"CFRule(modulation)"	69
"IV"	"minor"	66.13653530588226	"CFRule(rule67)"	69
"IV"	"minor"	40.43213973459925	"CFRule(rule68)"	69
"IV"	"minor"	27.70826007590199	"CFRule(dominant_prep)"	69
"IV"	"minor"	23.64695805508197	"CFRule(prolongation)"	69
"IV"	"minor"	15.447667957099895	"CFRule(modulation)"	69
"V"	"major"	331.6877133309679	"CFRule(rule53)"	69
"V"	"major"	185.8428830493116	"CFRule(diatonic_prep)"	69
"V"	"major"	169.10499833566607	"CFRule(dominant_prep)"	69
"V"	"major"	149.92265427765653	"CFRule(rule82)"	69
"V"	"major"	100.78639833343009	"CFRule(prolongation)"	69
"V"	"major"	68.24763266776722	"CFRule(octa_dom_subs3)"	69
"V"	"major"	66.8007925971811	"CFRule(rule55)"	69
"V"	"major"	49.774356995469304	"CFRule(octa_dom_subs6)"	69
"V"	"major"	49.4164598238172	"CFRule(diatonic_subs)"	69
"V"	"major"	45.34047815967084	"CFRule(octa_dom_subs9)"	69
"V"	"major"	42.26000118855005	"CFRule(modulation)"	69
"V"	"major"	6.545089855737437	"CFRule(rule52)"	69
"V"	"major"	0.2	"CFRule(rule54)"	69
"V"	"minor"	149.58314262004126	"CFRule(rule72)"	69
"V"	"minor"	84.61540678276381	"CFRule(dominant_prep)"	69
"V"	"minor"	74.92318379387572	"CFRule(diatonic_prep)"	69
"V"	"minor"	73.5263612902617	"CFRule(rule70)"	69
"V"	"minor"	34.222974242527584	"CFRule(prolongation)"	69
"V"	"minor"	33.20039077231549	"CFRule(rule74)"	69
"V"	"minor"	29.54135852322574	"CFRule(octa_dom_subs6)"	69
"V"	"minor"	20.097490996492777	"CFRule(rule69)"	69
"V"	"minor"	12.441218626605503	"CFRule(rule71)"	69
"V"	"minor"	10.927725574821457	"CFRule(diatonic_subs)"	69
"V"	"minor"	9.979841924483274	"CFRule(octa_dom_subs3)"	69
"V"	"minor"	8.858187693210796	"CFRule(modulation)"	69
"V"	"minor"	8.462309206758427	"CFRule(octa_dom_subs9)"	69
"V"	"minor"	0.16666666666666666	"CFRule(rule73)"	69
"VI"	"major"	122.53671355106565	"CFRule(rule56)"	69
"VI"	"major"	49.68532924722066	"CFRule(prolongation)"	69
"VI"	"major"	20.96977419674772	"CFRule(dominant_prep)"	69
"VI"	"major"	7.030090242791531	"CFRule(rule57)"	69
"VI"	"major"	5.999729777633105	"CFRule(diatonic_prep)"	69
"VI"	"major"	2.3867216671029032	"CFRule(modulation)"	69
"VI"	"minor"	25.282739521556202	"CFRule(rule76)"	69
"VI"	"minor"	19.029637487447612	"CFRule(diatonic_prep)"	69
"VI"	"minor"	9.697898669962024	"CFRule(modulation)"	69
"VI"	"minor"	7.388368004267554	"CFRule(prolongation)"	69
"VI"	"minor"	2.9181163628331537	"CFRule(dominant_prep)"	69
"VI"	"minor"	1.7375934477096369	"CFRule(rule77)"	69
"VI"	"minor"	1.2814130165890498	"CFRule(rule75)"	69
"VII"	"major"	85.44068433720591	"CFRule(rule58)"	69
"VII"	"major"	26.49210030606261	"CFRule(modulation)"	69
"VII"	"major"	22.609447650078874	"CFRule(rule59)"	69
"VII"	"major"	19.339367019807526	"CFRule(prolongation)"	69
"VII"	"major"	11.877796943645116	"CFRule(dominant_prep)"	69
"VII"	"major"	10.062744707804457	"CFRule(diatonic_prep)"	69
"VII"	"minor"	142.50140027063486	"CFRule(rule81)"	69
"VII"	"minor"	77.56739682214669	"CFRule(prolongation)"	69
"VII"	"minor"	13.06224462796519	"CFRule(rule80)"	69
"VII"	"minor"	8.312729165317604	"CFRule(modulation)"	69
"VII"	"minor"	8.12980301816934	"CFRule(dominant_prep)"	69
"VII"	"minor"	5.550578244252916	"CFRule(diatonic_prep)"	69
"VII"	"minor"	3.796173326770929	"CFRule(rule79)"	69
"VII"	"minor"	3.5257985315323137	"CFRule(rule78)"	69
"I"	"major"	197.13609406799563	"CFRule(rule43)"	70
"I"	"major"	158.9738906748184	"CFRule(diatonic_prep)"	70
"I"	"major"	150.65391875673689	"CFRule(prolongation)"	70
"I"	"major"	92.22579506442631	"CFRule(rule44)"	70
"I"	"major"	87.7405511150616	"CFRule(rule42)"	70
"I"	"major"	26.5898266988063	"CFRule(plagal_prep)"	70
"I"	"major"	13.426460971692723	"CFRule(diatonic_subs)"	70
"I"	"major"	12.86197872114787	"CFRule(mode_change)"	70
"I"	"minor"	129.11070179250132	"CFRule(rule62)"	70
"I"	"minor"	29.53062798281828	"CFRule(mode_change)"	70
"I"	"minor"	25.360609455897446	"CFRule(plagal_prep)"	70
"I"	"minor"	25.355712951342706	"CFRule(diatonic_subs)"	70
"I"	"minor"	18.816787030424948	"CFRule(rule61)"	70
"I"	"minor"	18.693270253103094	"CFRule(diatonic_prep)"	70
"I"	"minor"	16.17465495377369	"CFRule(rule60)"	70
"I"	"minor"	14.799461912816835	"CFRule(prolongation)"	70
"II"	"major"	201.2869395000146	"CFRule(rule46)"	70
"II"	"major"	71.70487088033741	"CFRule(dominant_prep)"	70
"II"	"major"	34.6332585118116	"CFRule(prolongation)"	70
"II"	"major"	33.77103953584112	"CFRule(diatonic_subs)"	70
"II"	"major"	29.899838414484837	"CFRule(rule45)"	70
"II"	"major"	4.147685176926331	"CFRule(modulation)"	70
